"","varbtwn_0","varwin_0","varbtwn_100","varwin_100","varbtwn_200","varwin_200","varbtwn_300","varwin_300","turnover","carriers","sim_no","socialize","b0","b1","b2","b3","eps_soc","alienate","r0","r1","r2","select","s0","s1","eps_hire"
"129",0.697182113486664,0.0106796630291473,1.34591618043382e-06,2.97568266422166e-05,2.35818969125948e-07,7.37649791795351e-06,1.06041498464426e-06,2.9413435460231e-05,0.0300885935769657,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,0.1,0.01,0.1
"130",1.41285156124666,1.02986179712852,6.30215112538013e-06,0.00021164248562971,1.83160534021924e-05,0.000560107000362087,4.05518646603791e-06,0.000173065123887436,0.0303359173126615,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,1,0.01,0
"131",1.33849080382638,0.996519257914723,1.5263460713835e-05,0.000390830468720242,4.14312701779826e-05,0.00126824395573269,1.3360396570214e-05,0.000420009849689965,0.031266149870801,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,1,0.01,0.1
"132",4.25384115320532,98.1670647040588,0.00414006326141961,0.160973690258346,0.00618900843539804,0.166186172420765,0.00141920263861783,0.0429407445673413,0.0331930601698044,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,10,0.01,0
"133",3.85482354714056,107.956592405053,0.00130886211831715,0.0428108828066084,0.00237487126464995,0.0650863734053508,0.0028017593268091,0.085226170521381,0.0339313399778516,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,1,0.1,1,10,0.01,0.1
"134",5.64655478838279,102.21639937486,0.00322098835079853,0.0855509247621506,0.00315764701659112,0.0870925883117062,0.00465373984297325,0.161642463921601,0.0301181247692876,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,0,10,0.01,10
"135",1.02844612698741,0.00971045331989705,5.62802936517648e-07,9.94391264737048e-06,1.15988041000839e-07,7.41683070710541e-06,1.08049172535774e-07,2.67608533690447e-06,0.0301734957548911,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,0.1,0.01,0
"136",1.39810563243219,0.00933528298113968,8.29147981185669e-06,7.36311664429323e-05,8.2811667320862e-07,2.33097733453378e-05,4.25802472841015e-07,1.43645248015141e-05,0.0296308600959764,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,0.1,0.01,0.1
"137",0.974451466277096,0.971888255740765,5.58944150247294e-05,0.00155944424567289,2.38536505838265e-05,0.000733381808555209,5.24219755111277e-06,0.000154041985811772,0.0307825765965301,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,1,0.01,0
"138",0.659628881356895,0.959278993755508,1.5039292181565e-05,0.000480130784100851,3.27877450611081e-05,0.000953931503064348,2.31395317483897e-05,0.000694942234999427,0.0304577334809893,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,1,0.01,0.1
"139",4.49671784102002,98.7937568632883,0.00342421671864652,0.100233530437791,0.00575504197847994,0.145590584151914,0.00383530320043263,0.101181168659258,0.0306976744186047,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,10,0.01,0
"140",5.67979135716678,102.77934633915,0.00614571654855275,0.183363321565403,0.00648091314335459,0.204005081563102,0.00594047568401661,0.175446934002331,0.0304798818752307,NA,2,1,0.05,0.3,0.3,0.1,0,1,0.03,10,0.1,1,10,0.01,0.1
"141",2.99996448205165,106.071600576076,0.00538944216002074,0.165411995397496,0.00843891747607002,0.205983346173887,0.00425949224803928,0.154515676989718,0.0299926172019195,NA,2,1,0.05,0.3,0.3,0.1,0.1,0,0.03,0,0,0,10,0.01,10
